2020-03-24T03:40:45.7882458Z ##[section]Starting: Fetch master branch
2020-03-24T03:40:45.7986433Z ==============================================================================
2020-03-24T03:40:45.7986743Z Task         : PowerShell
2020-03-24T03:40:48.3356114Z Receiving objects:  85% (4614/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3374679Z Receiving objects:  86% (4669/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3420922Z Receiving objects:  87% (4723/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3483258Z Receiving objects:  88% (4777/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3509628Z Receiving objects:  89% (4831/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3573809Z Receiving objects:  90% (4886/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3584271Z Receiving objects:  91% (4940/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3596723Z Receiving objects:  92% (4994/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3627202Z Receiving objects:  93% (5049/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3630496Z Receiving objects:  94% (5103/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3638396Z Receiving objects:  95% (5157/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3648392Z Receiving objects:  96% (5211/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3653095Z Receiving objects:  97% (5266/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3656849Z Receiving objects:  98% (5320/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3663967Z Receiving objects:  99% (5374/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3665838Z Receiving objects: 100% (5428/5428), 4.96 MiB | 9.91 MiB/s
2020-03-24T03:40:48.3666917Z Receiving objects: 100% (5428/5428), 6.73 MiB | 10.18 MiB/s, done.
2020-03-24T03:40:48.3737999Z Resolving deltas:   0% (0/1912)
2020-03-24T03:40:48.3738594Z Resolving deltas:   1% (20/1912)
2020-03-24T03:40:48.3739039Z Resolving deltas:   2% (39/1912)
2020-03-24T03:40:48.3739485Z Resolving deltas:   3% (58/1912)
2020-03-24T03:40:48.3739923Z Resolving deltas:   4% (77/1912)
2020-03-24T03:40:48.3740349Z Resolving deltas:   5% (96/1912)
2020-03-24T03:40:48.3740796Z Resolving deltas:   6% (116/1912)
2020-03-24T03:40:48.3741232Z Resolving deltas:   7% (135/1912)
2020-03-24T03:40:48.3741664Z Resolving deltas:   8% (154/1912)
2020-03-24T03:40:48.3742136Z Resolving deltas:   9% (173/1912)
2020-03-24T03:40:48.3742538Z Resolving deltas:  10% (193/1912)
2020-03-24T03:40:48.3742969Z Resolving deltas:  11% (212/1912)
2020-03-24T03:40:48.3743390Z Resolving deltas:  12% (230/1912)
2020-03-24T03:40:48.3743807Z Resolving deltas:  13% (249/1912)
2020-03-24T03:40:48.3744239Z Resolving deltas:  14% (268/1912)
2020-03-24T03:40:48.3744802Z Resolving deltas:  15% (287/1912)
2020-03-24T03:40:48.3759359Z Resolving deltas:  16% (306/1912)
2020-03-24T03:40:48.3759857Z Resolving deltas:  17% (328/1912)
2020-03-24T03:40:48.3760571Z Resolving deltas:  18% (349/1912)
2020-03-24T03:40:48.3761002Z Resolving deltas:  19% (365/1912)
2020-03-24T03:40:48.3779309Z Resolving deltas:  20% (383/1912)
2020-03-24T03:40:48.3779796Z Resolving deltas:  21% (403/1912)
2020-03-24T03:40:48.3780292Z Resolving deltas:  22% (429/1912)
2020-03-24T03:40:48.3789426Z Resolving deltas:  23% (440/1912)
2020-03-24T03:40:48.3790340Z Resolving deltas:  24% (462/1912)
2020-03-24T03:40:48.3797315Z Resolving deltas:  25% (490/1912)
2020-03-24T03:40:48.3798196Z Resolving deltas:  26% (515/1912)
2020-03-24T03:40:48.3817496Z Resolving deltas:  27% (529/1912)
2020-03-24T03:40:48.3884223Z Resolving deltas:  28% (549/1912)
2020-03-24T03:40:48.3894098Z Resolving deltas:  30% (584/1912)
2020-03-24T03:40:48.3947469Z Resolving deltas:  32% (620/1912)
2020-03-24T03:40:48.3947966Z Resolving deltas:  33% (631/1912)
2020-03-24T03:40:48.3948387Z Resolving deltas:  34% (653/1912)
2020-03-24T03:40:48.3950314Z Resolving deltas:  37% (724/1912)
2020-03-24T03:40:48.3950765Z Resolving deltas:  41% (797/1912)
2020-03-24T03:40:48.3951190Z Resolving deltas:  42% (811/1912)
2020-03-24T03:40:48.3951625Z Resolving deltas:  43% (823/1912)
2020-03-24T03:40:48.3952058Z Resolving deltas:  44% (848/1912)
2020-03-24T03:40:48.3952561Z Resolving deltas:  47% (900/1912)
2020-03-24T03:40:48.3952991Z Resolving deltas:  48% (919/1912)
2020-03-24T03:40:48.3953408Z Resolving deltas:  50% (958/1912)
2020-03-24T03:40:48.3957099Z Resolving deltas:  51% (976/1912)
2020-03-24T03:40:48.3968030Z Resolving deltas:  52% (998/1912)
2020-03-24T03:40:48.3971247Z Resolving deltas:  53% (1022/1912)
2020-03-24T03:40:48.3971762Z Resolving deltas:  54% (1037/1912)
2020-03-24T03:40:48.3972166Z Resolving deltas:  56% (1073/1912)
2020-03-24T03:40:48.3972572Z Resolving deltas:  57% (1096/1912)
2020-03-24T03:40:48.3976077Z Resolving deltas:  58% (1115/1912)
2020-03-24T03:40:48.3980929Z Resolving deltas:  59% (1129/1912)
2020-03-24T03:40:48.3985117Z Resolving deltas:  60% (1150/1912)
2020-03-24T03:40:48.4009607Z Resolving deltas:  61% (1167/1912)
2020-03-24T03:40:48.4019355Z Resolving deltas:  62% (1188/1912)
2020-03-24T03:40:48.4024361Z Resolving deltas:  63% (1205/1912)
2020-03-24T03:40:48.4039768Z Resolving deltas:  64% (1225/1912)
2020-03-24T03:40:48.4044852Z Resolving deltas:  65% (1243/1912)
2020-03-24T03:40:48.4058803Z Resolving deltas:  66% (1270/1912)
2020-03-24T03:40:48.4070442Z Resolving deltas:  67% (1282/1912)
2020-03-24T03:40:48.4099535Z Resolving deltas:  68% (1301/1912)
2020-03-24T03:40:48.4124290Z Resolving deltas:  69% (1320/1912)
2020-03-24T03:40:48.4156410Z Resolving deltas:  70% (1340/1912)
2020-03-24T03:40:48.4249031Z Resolving deltas:  71% (1358/1912)
2020-03-24T03:40:48.4366891Z Resolving deltas:  72% (1377/1912)
2020-03-24T03:40:48.4514002Z Resolving deltas:  73% (1396/1912)
2020-03-24T03:40:48.4514634Z Resolving deltas:  74% (1415/1912)
2020-03-24T03:40:48.4515051Z Resolving deltas:  75% (1436/1912)
2020-03-24T03:40:48.4565576Z Resolving deltas:  76% (1454/1912)
2020-03-24T03:40:48.4656353Z Resolving deltas:  77% (1473/1912)
2020-03-24T03:40:48.4753162Z Resolving deltas:  78% (1492/1912)
2020-03-24T03:40:48.4879506Z Resolving deltas:  79% (1511/1912)
2020-03-24T03:40:48.4991269Z Resolving deltas:  80% (1531/1912)
2020-03-24T03:40:48.5142450Z Resolving deltas:  81% (1551/1912)
2020-03-24T03:40:48.5409838Z Resolving deltas:  82% (1573/1912)
2020-03-24T03:40:48.5635970Z Resolving deltas:  83% (1587/1912)
2020-03-24T03:40:48.5653805Z Resolving deltas:  84% (1607/1912)
2020-03-24T03:40:48.5867755Z Resolving deltas:  85% (1627/1912)
2020-03-24T03:40:48.5868291Z Resolving deltas:  87% (1676/1912)
2020-03-24T03:40:48.5868796Z Resolving deltas:  89% (1707/1912)
2020-03-24T03:40:48.5869227Z Resolving deltas:  91% (1744/1912)
2020-03-24T03:40:48.5869682Z Resolving deltas:  92% (1768/1912)
2020-03-24T03:40:48.5870114Z Resolving deltas:  93% (1779/1912)
2020-03-24T03:40:48.5870543Z Resolving deltas:  94% (1803/1912)
2020-03-24T03:40:48.6410535Z Resolving deltas:  95% (1817/1912)
2020-03-24T03:40:48.6437088Z Resolving deltas:  96% (1844/1912)
2020-03-24T03:40:48.6481833Z Resolving deltas:  97% (1856/1912)
2020-03-24T03:40:48.6527528Z Resolving deltas:  98% (1874/1912)
2020-03-24T03:40:48.6615220Z Resolving deltas:  99% (1893/1912)
2020-03-24T03:40:48.6616831Z Resolving deltas: 100% (1912/1912)
2020-03-24T03:40:48.6617704Z Resolving deltas: 100% (1912/1912), completed with 53 local objects.
2020-03-24T03:40:49.2514298Z From https://dev.azure.com/saxobank/Platforms/_git/SaxoTrader
2020-03-24T03:40:49.2514984Z  * branch                master     -> FETCH_HEAD
2020-03-24T03:40:49.2515559Z  * [new branch]          master     -> origin/master
2020-03-24T03:40:49.5904794Z ##[section]Finishing: Fetch master branch
